,entity,incoming_domestic_amount_30,incoming_domestic_amount_60,incoming_domestic_amount_90,outgoing_domestic_amount_30,outgoing_domestic_amount_60,outgoing_domestic_amount_90,incoming_foreign_amount_30,incoming_foreign_amount_60,incoming_foreign_amount_90,outgoing_foreign_amount_30,outgoing_foreign_amount_60,outgoing_foreign_amount_90,incoming_domestic_count_30,incoming_domestic_count_60,incoming_domestic_count_90,outgoing_domestic_count_30,outgoing_domestic_count_60,outgoing_domestic_count_90,incoming_foreign_count_30,incoming_foreign_count_60,incoming_foreign_count_90,outgoing_foreign_count_30,outgoing_foreign_count_60,outgoing_foreign_count_90,balance_difference_30,balance_difference_60,balance_difference_90,isFraud
12490,C494904974,452285.06,452285.06,452285.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,452285.06000000006,452285.06000000006,452285.06000000006,0
12491,C1724093001,0.0,0.0,0.0,0.0,522337.95,522337.95,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-522337.95,-522337.95,0
12492,C70769037,0.0,33909.21,33909.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-32295.0,33909.20999999999,33909.20999999999,0
12493,C2091155643,0.0,0.0,0.0,0.0,157628.46,157628.46,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-132957.0,-157628.46,-157628.46,0
12494,C1922607569,0.0,85671.64,85671.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2156388.86,85671.64000000013,85671.64000000013,0
12495,C1568731472,0.0,0.0,0.0,0.0,166898.48,166898.48,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-166898.48,-166898.48,0
12496,C1536548099,0.0,377562.09,377562.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-5353214.46,377562.08999999985,377562.08999999985,0
12497,C105615841,0.0,0.0,0.0,0.0,495867.49,495867.49,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-79418.0,-495867.49,-495867.49,0
12498,C2002965599,0.0,0.0,0.0,0.0,376767.19,376767.19,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-376767.19,-376767.19,0
12499,C567471523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399724.61,1399724.61,0,0,0,0,0,0,0,0,0,0,1,1,0.0,-1399724.61,-1399724.61,0
12500,C55398019,0.0,0.0,0.0,0.0,105663.85,105663.85,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-105663.85,-105663.85,0
12501,C1767889889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948186.87,948186.87,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,948186.87,948186.87,0
12502,C1340768930,0.0,0.0,0.0,0.0,420625.41,420625.41,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-420625.41,-420625.41,0
12503,C1287079188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391634.63,1391634.63,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1391634.63,1391634.63,0
12504,C1710963820,0.0,244258.75,244258.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-8568745.3,244258.75,244258.75,0
12505,C1533426092,0.0,239144.1,239144.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-4487727.54,239144.09999999963,239144.09999999963,0
12506,C926039857,0.0,15864.66,15864.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-1243156.93,15864.659999999916,15864.659999999916,0
12507,C1509768357,0.0,157436.12,157436.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-615020.17,157436.12,157436.12,0
12508,C1207407738,0.0,33613.75,33613.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-772456.29,33613.75,33613.75,0
12509,C2030877638,0.0,163140.7,163140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-6090040.52,163140.7000000002,163140.7000000002,0
12510,C1597725951,0.0,0.0,0.0,0.0,440402.65,440402.65,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-334409.57,-440402.65,-440402.65,0
12511,C1250871526,0.0,0.0,0.0,0.0,287612.99,287612.99,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-287612.99,-287612.99,0
12512,C1144634304,0.0,0.0,0.0,0.0,237560.53,237560.53,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-237560.53,-237560.53,0
12513,C921417921,0.0,0.0,0.0,0.0,84802.87,84802.87,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-84802.87,-84802.87,0
12514,C2066845308,0.0,210949.58,210949.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2833552.32,210949.58000000007,210949.58000000007,0
12515,C182874608,0.0,0.0,0.0,0.0,324765.08,324765.08,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-147726.38,-324765.08,-324765.08,0
12516,C70998811,0.0,0.0,0.0,0.0,297286.34,297286.34,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-297286.34,-297286.34,0
12517,C339469271,0.0,0.0,0.0,0.0,90168.16,90168.16,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-90168.16,-90168.16,0
12518,C592282767,0.0,70452.54,70452.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-5913397.2,70452.54000000004,70452.54000000004,0
12519,C532270598,0.0,83160.58,83160.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-1000.0,83160.58,83160.58,0
12520,C863368881,0.0,0.0,0.0,0.0,133637.36,133637.36,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-20895.0,-133637.36,-133637.36,0
12521,C987029019,0.0,55856.47,55856.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-5136452.7,55856.46999999974,55856.46999999974,0
12522,C1987553259,0.0,171008.48,171008.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-15300000.0,171008.48000000045,171008.48000000045,0
12523,C1650591921,0.0,120257.81,120257.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-199917.75,120257.81,120257.81,0
12524,C1484999897,0.0,0.0,0.0,0.0,145264.76,145264.76,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-12570.0,-145264.76,-145264.76,0
12525,C1347175063,0.0,475448.99,475448.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-274544.82,475448.99000000005,475448.99000000005,0
12526,C1675358145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870228.66,1870228.66,0,0,0,0,0,0,0,0,0,0,1,1,-130049.0,-1870228.66,-1870228.66,0
12527,C1709320925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402606.33,1402606.33,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1402606.33,1402606.33,0
12528,C1314155441,0.0,0.0,0.0,0.0,234291.69,234291.69,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-234291.69,-234291.69,0
12529,C1745525868,0.0,0.0,0.0,0.0,136118.56,136118.56,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-136118.56,-136118.56,0
12530,C1455076361,0.0,0.0,0.0,0.0,29007.15,29007.15,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-29007.15,-29007.15,0
12531,C1311622202,0.0,154059.43,154059.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2521970.33,154059.43000000017,154059.43000000017,0
12532,C648814354,0.0,154917.68,154917.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-18748.0,154917.68,154917.68,0
12533,C2028730582,0.0,0.0,0.0,0.0,136917.98,136917.98,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-136917.98,-136917.98,0
12534,C2012527088,0.0,0.0,0.0,0.0,253648.39,253648.39,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-253648.39,-253648.39,0
12535,C1649897728,0.0,0.0,0.0,0.0,80852.4,80852.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-80852.4,-80852.4,0
12536,C1879602382,0.0,0.0,0.0,0.0,365254.62,365254.62,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-2033.0,-365254.62,-365254.62,0
12537,C808963390,0.0,0.0,0.0,0.0,55728.78,55728.78,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-55728.78,-55728.78,0
12538,C1943264464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283144.72,1283144.72,0,0,0,0,0,0,0,0,0,0,1,1,0.0,-1283144.72,-1283144.72,0
12539,C1401415531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908896.81,908896.81,0,0,0,0,0,0,0,0,0,0,1,1,0.0,-908896.81,-908896.81,0
12540,C1519035031,0.0,0.0,0.0,0.0,16491.69,16491.69,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-16491.69,-16491.69,0
12541,C1818798650,0.0,0.0,0.0,0.0,127839.97,127839.97,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-127839.97,-127839.97,0
12542,C1892095448,0.0,0.0,0.0,0.0,105984.11,105984.11,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-110750.65,-105984.11,-105984.11,0
12543,C850099084,0.0,0.0,0.0,0.0,216670.54,216670.54,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-515311.83,-216670.53999999998,-216670.53999999998,0
12544,C1941258227,0.0,171293.72,171293.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-32062.0,171293.72,171293.72,0
12545,C1634409330,0.0,0.0,0.0,0.0,183532.46,183532.46,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-183532.46,-183532.46,0
12546,C1075170181,0.0,0.0,0.0,0.0,881.64,881.64,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-116927.0,-881.6399999999994,-881.6399999999994,0
12547,C764157027,0.0,254347.21,254347.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-10662.0,254347.20999999996,254347.20999999996,0
12548,C718729847,0.0,0.0,0.0,0.0,337526.37,337526.37,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-337526.37,-337526.37,0
12549,C1132869407,0.0,247798.63,247798.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-102851.0,247798.63,247798.63,0
12550,C44395375,0.0,0.0,0.0,0.0,305697.47,305697.47,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-305697.47,-305697.47,0
12551,C175857392,0.0,0.0,0.0,0.0,122699.79,122699.79,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-122699.79,-122699.79,0
12552,C674249749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752668.23,752668.23,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,752668.23,752668.23,0
12553,C221901630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160940.4,160940.4,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,160940.4,160940.4,0
12554,C553017973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364780.02,364780.02,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,364780.02,364780.02,0
12555,C365308150,0.0,113772.74,113772.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2515565.41,113772.74000000022,113772.74000000022,0
12556,C565955600,0.0,0.0,0.0,0.0,361144.16,361144.16,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-361144.16,-361144.16,0
12557,C382215762,0.0,156297.24,156297.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-6552382.77,156297.24000000022,156297.24000000022,0
12558,C2113661544,0.0,0.0,0.0,0.0,513636.4,513636.4,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-513636.4,-513636.4,0
12559,C1913072686,0.0,0.0,0.0,0.0,123295.27,123295.27,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-4579.0,-123295.27,-123295.27,0
12560,C1557441797,0.0,0.0,0.0,0.0,75676.77,75676.77,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-75676.77,-75676.77,0
12561,C1167832045,0.0,0.0,0.0,0.0,161410.65,161410.65,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-10293.0,-161410.65,-161410.65,0
12562,C1737796866,0.0,0.0,0.0,0.0,274921.33,274921.33,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-274921.33,-274921.33,0
12563,C2071800520,0.0,0.0,0.0,0.0,200756.71,200756.71,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-200756.71,-200756.71,0
12564,C1270810784,0.0,0.0,0.0,0.0,30731.77,30731.77,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-30731.77,-30731.77,0
12565,C555600020,0.0,355203.63,355203.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-11600000.0,355203.6300000008,355203.6300000008,0
12566,C1349515466,0.0,0.0,0.0,0.0,616506.63,616506.63,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-616506.63,-616506.63,0
12567,C964917989,0.0,101607.72,101607.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-58404.0,101607.72,101607.72,0
12568,C513131825,0.0,39295.54,39295.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-5866250.32,39295.54000000004,39295.54000000004,0
12569,C466654798,0.0,78777.06,78777.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-4838694.75,78777.05999999959,78777.05999999959,0
12570,C1642802475,0.0,111245.31,111245.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-1479313.69,111245.31000000006,111245.31000000006,0
12571,C215634370,0.0,302914.12,302914.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2332148.35,302914.1200000001,302914.1200000001,0
12572,C606990209,0.0,0.0,0.0,0.0,472129.55,472129.55,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-472129.55,-472129.55,0
12573,C1384018862,0.0,257819.02,257819.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2400782.94,257819.02000000002,257819.02000000002,0
12574,C1968569220,0.0,0.0,0.0,0.0,76947.42,76947.42,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-76947.42,-76947.42,0
12575,C1938981925,0.0,0.0,0.0,0.0,899.56,899.56,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-8069.0,-899.5599999999995,-899.5599999999995,0
12576,C1401174540,0.0,119796.23,119796.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2973340.91,119796.22999999998,119796.22999999998,0
12577,C581725006,0.0,0.0,0.0,0.0,81087.0,81087.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-147795.5,-81087.0,-81087.0,0
12578,C546920184,0.0,0.0,0.0,0.0,143666.01,143666.01,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-169.0,-143666.01,-143666.01,0
12579,C179125391,0.0,373327.45,373327.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-291.0,373327.45,373327.45,0
12580,C1629857306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019825.02,1019825.02,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,-761443.0,1019825.02,1019825.02,0
12581,C2085189604,0.0,0.0,0.0,0.0,318513.76,318513.76,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-318513.76,-318513.76,0
12582,C1860837937,0.0,0.0,0.0,0.0,142984.91,142984.91,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-142984.91,-142984.91,0
12583,C98319600,0.0,279615.43,279615.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-4347307.32,279615.4299999997,279615.4299999997,0
12584,C143406289,0.0,98227.44,98227.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-2136472.33,98227.43999999994,98227.43999999994,0
12585,C593221431,0.0,0.0,0.0,0.0,162176.53,162176.53,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-174951.0,-162176.53,-162176.53,0
12586,C715912726,0.0,0.0,0.0,0.0,164186.74,164186.74,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-164186.74,-164186.74,0
12587,C1525395393,0.0,209889.78,209889.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-6197986.27,209889.78000000026,209889.78000000026,0
12588,C821326257,0.0,279343.82,279343.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-7448710.56,279343.8200000003,279343.8200000003,0
12589,C1852909571,0.0,22999.24,22999.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-4260345.76,22999.240000000224,22999.240000000224,0
12590,C245972815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903131.67,1903131.67,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1903131.67,1903131.67,0
12591,C1920331117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244295.04,244295.04,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,-61939.0,244295.04000000004,244295.04000000004,0
12592,C1648281353,0.0,0.0,0.0,0.0,172096.5,172096.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-172096.5,-172096.5,0
12593,C659485139,0.0,0.0,0.0,0.0,648940.52,648940.52,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-648940.52,-648940.52,0
12594,C1597547276,0.0,0.0,0.0,0.0,218710.77,218710.77,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-218710.77,-218710.77,0
12595,C1397424633,0.0,0.0,0.0,0.0,52751.06,52751.06,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-181079.0,-52751.06,-52751.06,0
12596,C1160536662,0.0,151325.72,151325.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-3084617.79,151325.7200000002,151325.7200000002,0
12597,C1707123260,0.0,368381.61,368381.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-12600000.0,368381.6099999994,368381.6099999994,0
12598,C2032970851,0.0,0.0,0.0,0.0,213299.0,213299.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-10616.0,-213299.0,-213299.0,0
12599,C904564636,0.0,0.0,0.0,0.0,5731.51,5731.51,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-5731.51,-5731.51,0
12600,C1554467590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713342.8,2713342.8,0,0,0,0,0,0,0,0,0,0,1,1,-139433.58,-2713342.8,-2713342.8,0
12601,C698736470,0.0,0.0,0.0,0.0,272423.32,272423.32,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-272423.32,-272423.32,0
12602,C1635890318,0.0,0.0,0.0,0.0,416100.41,416100.41,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-4549.0,-416100.41,-416100.41,0
12603,C1134299891,0.0,47358.19,47358.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-83088.0,47358.19,47358.19,0
12604,C416822659,0.0,0.0,0.0,0.0,69465.76,69465.76,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-51814.0,-69465.76,-69465.76,0
12605,C443267276,0.0,0.0,0.0,0.0,56230.11,56230.11,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-9978.0,-56230.11,-56230.11,0
12606,C640319539,0.0,415888.97,415888.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-13300000.0,415888.97000000067,415888.97000000067,0
12607,C192181394,0.0,304287.62,304287.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-19200000.0,304287.62000000104,304287.62000000104,0
12608,C463645158,0.0,0.0,0.0,0.0,340991.79,340991.79,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-340991.79,-340991.79,0
12609,C598839586,0.0,0.0,0.0,0.0,73097.3,73097.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-73097.3,-73097.3,0
12610,C1625676274,0.0,0.0,0.0,0.0,195308.08,195308.08,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-5023.0,-195308.08,-195308.08,0
12611,C1302134323,0.0,83680.44,83680.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-20159.0,83680.44,83680.44,0
12612,C88930018,0.0,51918.03,51918.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-195.0,51918.03,51918.03,0
12613,C1421693014,0.0,188488.44,188488.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-20486.0,188488.44,188488.44,0
12614,C808394004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140771.33,140771.33,0,0,0,0,0,0,0,0,0,0,1,1,-9950.0,-140771.33,-140771.33,0
12615,C685199143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335397.55,1335397.55,0,0,0,0,0,0,0,0,0,0,1,1,-425621.64,-1335397.55,-1335397.55,0
12616,C206686942,0.0,54300.65,54300.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-6099874.91,54300.65000000037,54300.65000000037,0
12617,C2141652871,0.0,339065.22,339065.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-151361.0,339065.22,339065.22,0
12618,C1398679688,0.0,0.0,0.0,0.0,468339.06,468339.06,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-468339.06,-468339.06,0
12619,C1686986912,0.0,0.0,0.0,0.0,174853.24,174853.24,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-174853.24,-174853.24,0
12620,C24881008,0.0,0.0,0.0,0.0,79767.81,79767.81,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,-9172.0,-79767.81,-79767.81,0
12621,C918904775,0.0,244509.83,244509.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,-1106027.32,244509.83000000007,244509.83000000007,0
